match_id,series_id,series_name,year,match_desc,match_format,start_date,end_date,state,status,venue_ground,venue_city,timezone,team1_id,team1_name,team1_sname,team2_id,team2_name,team2_sname,toss_winner_id,match_winner_id,margin_runs,margin_wickets,is_close_match
36402,3547,"Sri Lanka tour of Australia, 2022",2022,4th T20I,T20,18-02-2022 13:40,18-02-2022 13:40,complete,Australia won by 6 wkts,Melbourne Cricket Ground,Melbourne,+11:00,4,AUSTRALIA,AUS,5,SRI LANKA,SL,4,4,NULL,6,0
36407,3547,"Sri Lanka tour of Australia, 2022",2022,5th T20I,T20,20-02-2022 11:40,20-02-2022 11:40,complete,Sri Lanka won by 5 wkts,Melbourne Cricket Ground,Melbourne,+11:00,4,AUSTRALIA,AUS,5,SRI LANKA,SL,5,5,NULL,5,0
38301,3636,"India tour of England, 2022",2022,1st T20I,T20,07-07-2022 22:30,07-07-2022 22:30,complete,India won by 50 runs,The Rose Bowl,Southampton,+01:00,9,ENGLAND,ENG,2,INDIA,IND,2,2,50,NULL,0
38306,3636,"India tour of England, 2022",2022,2nd T20I,T20,09-07-2022 19:00,09-07-2022 19:00,complete,India won by 49 runs,Edgbaston,Birmingham,+01:00,9,ENGLAND,ENG,2,INDIA,IND,2,2,49,NULL,1
38311,3636,"India tour of England, 2022",2022,3rd T20I,T20,10-07-2022 19:00,10-07-2022 19:00,complete,England won by 17 runs,Trent Bridge,Nottingham,+01:00,9,ENGLAND,ENG,2,INDIA,IND,9,9,17,NULL,1
38312,3636,"India tour of England, 2022",2022,1st ODI,ODI,12-07-2022 17:30,12-07-2022 17:30,complete,India won by 10 wkts,Kennington Oval,London,+01:00,9,ENGLAND,ENG,2,INDIA,IND,2,2,NULL,10,0
38317,3636,"India tour of England, 2022",2022,2nd ODI,ODI,14-07-2022 17:30,14-07-2022 17:30,complete,England won by 100 runs,Lord's,London,+01:00,9,ENGLAND,ENG,2,INDIA,IND,9,9,100,NULL,0
38321,3636,"India tour of England, 2022",2022,3rd ODI,ODI,17-07-2022 15:30,17-07-2022 15:30,complete,India won by 5 wkts,Emirates Old Trafford,Manchester,+01:00,9,ENGLAND,ENG,2,INDIA,IND,2,2,NULL,5,0
38326,3641,"New Zealand tour of England, 2022",2022,1st Test,TEST,02-06-2022 15:30,06-06-2022 15:30,complete,England won by 5 wkts,Lord's,London,+01:00,9,ENGLAND,ENG,13,NEW ZEALAND,NZ,9,9,NULL,5,0
38331,3641,"New Zealand tour of England, 2022",2022,2nd Test,TEST,10-06-2022 15:30,14-06-2022 15:30,complete,England won by 5 wkts,Trent Bridge,Nottingham,+01:00,9,ENGLAND,ENG,13,NEW ZEALAND,NZ,9,9,NULL,5,0
38332,3641,"New Zealand tour of England, 2022",2022,3rd Test,TEST,23-06-2022 15:30,27-06-2022 15:30,complete,England won by 7 wkts,Headingley,Leeds,+01:00,9,ENGLAND,ENG,13,NEW ZEALAND,NZ,9,9,NULL,7,0
38337,3646,"South Africa tour of England, 2022",2022,1st ODI,ODI,19-07-2022 17:30,19-07-2022 17:30,complete,South Africa won by 62 runs,Riverside Ground,Chester-le-Street,+01:00,9,ENGLAND,ENG,11,SOUTH AFRICA,RSA,11,11,62,NULL,0
38342,3646,"South Africa tour of England, 2022",2022,2nd ODI,ODI,22-07-2022 17:30,22-07-2022 17:30,complete,England won by 118 runs (29 Ovs Match due to rain),Emirates Old Trafford,Manchester,+01:00,9,ENGLAND,ENG,11,SOUTH AFRICA,RSA,9,9,118,NULL,0
38346,3646,"South Africa tour of England, 2022",2022,3rd ODI,ODI,24-07-2022 15:30,24-07-2022 15:30,complete,No result,Headingley,Leeds,+01:00,9,ENGLAND,ENG,11,SOUTH AFRICA,RSA,11,NULL,NULL,NULL,0
38351,3646,"South Africa tour of England, 2022",2022,1st T20I,T20,27-07-2022 23:00,27-07-2022 23:00,complete,England won by 41 runs,County Ground,Bristol,+01:00,9,ENGLAND,ENG,11,SOUTH AFRICA,RSA,9,9,41,NULL,1
38352,3646,"South Africa tour of England, 2022",2022,2nd T20I,T20,28-07-2022 23:00,28-07-2022 23:00,complete,South Africa won by 58 runs,Sophia Gardens,Cardiff,+01:00,9,ENGLAND,ENG,11,SOUTH AFRICA,RSA,11,11,58,NULL,0
38356,3646,"South Africa tour of England, 2022",2022,3rd T20I,T20,31-07-2022 19:00,31-07-2022 19:00,complete,South Africa won by 90 runs,The Rose Bowl,Southampton,+01:00,9,ENGLAND,ENG,11,SOUTH AFRICA,RSA,11,11,90,NULL,0
38357,3646,"South Africa tour of England, 2022",2022,1st Test,TEST,17-08-2022 15:30,21-08-2022 15:30,complete,South Africa won by an innings and 12 runs,Lord's,London,+01:00,9,ENGLAND,ENG,11,SOUTH AFRICA,RSA,11,11,12,NULL,1
38362,3646,"South Africa tour of England, 2022",2022,2nd Test,TEST,25-08-2022 15:30,29-08-2022 15:30,complete,England won by an innings and 85 runs,Emirates Old Trafford,Manchester,+01:00,9,ENGLAND,ENG,11,SOUTH AFRICA,RSA,9,9,85,NULL,0
38367,3646,"South Africa tour of England, 2022",2022,3rd Test,TEST,08-09-2022 15:30,12-09-2022 15:30,complete,England won by 9 wkts,Kennington Oval,London,+01:00,9,ENGLAND,ENG,11,SOUTH AFRICA,RSA,9,9,NULL,9,0
38432,3657,"Bangladesh tour of South Africa, 2022",2022,1st ODI,ODI,18-03-2022 16:30,18-03-2022 16:30,complete,Bangladesh won by 38 runs,SuperSport Park,Centurion,+02:00,11,SOUTH AFRICA,RSA,6,BANGLADESH,BAN,6,6,38,NULL,1
38436,3657,"Bangladesh tour of South Africa, 2022",2022,2nd ODI,ODI,20-03-2022 13:30,20-03-2022 13:30,complete,South Africa won by 7 wkts,The Wanderers Stadium,Johannesburg,+02:00,11,SOUTH AFRICA,RSA,6,BANGLADESH,BAN,11,11,NULL,7,0
38441,3657,"Bangladesh tour of South Africa, 2022",2022,3rd ODI,ODI,23-03-2022 16:30,23-03-2022 16:30,complete,Bangladesh won by 9 wkts,SuperSport Park,Centurion,+02:00,11,SOUTH AFRICA,RSA,6,BANGLADESH,BAN,6,6,NULL,9,0
38442,3657,"Bangladesh tour of South Africa, 2022",2022,1st Test,TEST,31-03-2022 13:30,04-04-2022 13:30,complete,South Africa won by 220 runs,Kingsmead,Durban,+02:00,11,SOUTH AFRICA,RSA,6,BANGLADESH,BAN,11,11,220,NULL,0
38447,3657,"Bangladesh tour of South Africa, 2022",2022,2nd Test,TEST,08-04-2022 13:30,12-04-2022 13:30,complete,South Africa won by 332 runs,St George's Park,Gqeberha,+02:00,11,SOUTH AFRICA,RSA,6,BANGLADESH,BAN,11,11,332,NULL,0
38592,3687,"West Indies tour of India, 2022",2022,1st ODI,ODI,06-02-2022 13:30,06-02-2022 13:30,complete,India won by 6 wkts,Narendra Modi Stadium,Ahmedabad,+05:30,2,INDIA,IND,10,WEST INDIES,WI,2,2,NULL,6,0
38597,3687,"West Indies tour of India, 2022",2022,2nd ODI,ODI,09-02-2022 13:30,09-02-2022 13:30,complete,India won by 44 runs,Narendra Modi Stadium,Ahmedabad,+05:30,2,INDIA,IND,10,WEST INDIES,WI,2,2,44,NULL,1
38602,3687,"West Indies tour of India, 2022",2022,3rd ODI,ODI,11-02-2022 13:30,11-02-2022 13:30,complete,India won by 96 runs,Narendra Modi Stadium,Ahmedabad,+05:30,2,INDIA,IND,10,WEST INDIES,WI,2,2,96,NULL,0
38607,3687,"West Indies tour of India, 2022",2022,1st T20I,T20,16-02-2022 19:00,16-02-2022 19:00,complete,India won by 6 wkts,Eden Gardens,Kolkata,+05:30,2,INDIA,IND,10,WEST INDIES,WI,2,2,NULL,6,0
38612,3687,"West Indies tour of India, 2022",2022,2nd T20I,T20,18-02-2022 19:00,18-02-2022 19:00,complete,India won by 8 runs,Eden Gardens,Kolkata,+05:30,2,INDIA,IND,10,WEST INDIES,WI,2,2,8,NULL,1
38617,3687,"West Indies tour of India, 2022",2022,3rd T20I,T20,20-02-2022 19:00,20-02-2022 19:00,complete,India won by 17 runs,Eden Gardens,Kolkata,+05:30,2,INDIA,IND,10,WEST INDIES,WI,2,2,17,NULL,1
38622,3692,"Sri Lanka tour of India, 2022",2022,1st Test,TEST,04-03-2022 09:30,08-03-2022 09:30,complete,India won by an innings and 222 runs,Punjab Cricket Association IS Bindra Stadium,Mohali,+05:30,2,INDIA,IND,5,SRI LANKA,SL,2,2,222,NULL,0
38627,3692,"Sri Lanka tour of India, 2022",2022,2nd Test,TEST,12-03-2022 14:00,16-03-2022 14:00,complete,India won by 238 runs,M.Chinnaswamy Stadium,Bengaluru,+05:30,2,INDIA,IND,5,SRI LANKA,SL,2,2,238,NULL,0
38632,3692,"Sri Lanka tour of India, 2022",2022,1st T20I,T20,24-02-2022 19:00,24-02-2022 19:00,complete,India won by 62 runs,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,+05:30,2,INDIA,IND,5,SRI LANKA,SL,2,2,62,NULL,0
38637,3692,"Sri Lanka tour of India, 2022",2022,2nd T20I,T20,26-02-2022 19:00,26-02-2022 19:00,complete,India won by 7 wkts,Himachal Pradesh Cricket Association Stadium,Dharamsala,+05:30,2,INDIA,IND,5,SRI LANKA,SL,2,2,NULL,7,0
38642,3692,"Sri Lanka tour of India, 2022",2022,3rd T20I,T20,27-02-2022 19:00,27-02-2022 19:00,complete,India won by 6 wkts,Himachal Pradesh Cricket Association Stadium,Dharamsala,+05:30,2,INDIA,IND,5,SRI LANKA,SL,2,2,NULL,6,0
38647,3697,"South Africa tour of India, 2022",2022,1st T20I,T20,09-06-2022 19:00,09-06-2022 19:00,complete,South Africa won by 7 wkts,Arun Jaitley Stadium,Delhi,+05:30,2,INDIA,IND,11,SOUTH AFRICA,RSA,11,11,NULL,7,0
38652,3697,"South Africa tour of India, 2022",2022,2nd T20I,T20,12-06-2022 19:00,12-06-2022 19:00,complete,South Africa won by 4 wkts,Barabati Stadium,Cuttack,+05:30,2,INDIA,IND,11,SOUTH AFRICA,RSA,11,11,NULL,4,1
38657,3697,"South Africa tour of India, 2022",2022,3rd T20I,T20,14-06-2022 19:00,14-06-2022 19:00,complete,India won by 48 runs,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,+05:30,2,INDIA,IND,11,SOUTH AFRICA,RSA,2,2,48,NULL,1
38662,3697,"South Africa tour of India, 2022",2022,4th T20I,T20,17-06-2022 19:00,17-06-2022 19:00,complete,India won by 82 runs,Niranjan Shah Stadium,Rajkot,+05:30,2,INDIA,IND,11,SOUTH AFRICA,RSA,2,2,82,NULL,0
38667,3697,"South Africa tour of India, 2022",2022,5th T20I,T20,19-06-2022 19:00,19-06-2022 19:00,complete,No result,M.Chinnaswamy Stadium,Bengaluru,+05:30,2,INDIA,IND,11,SOUTH AFRICA,RSA,2,NULL,NULL,NULL,0
40348,3863,"Australia tour of Pakistan, 2022",2022,1st Test,TEST,04-03-2022 10:30,08-03-2022 10:30,complete,Match drawn,Rawalpindi Cricket Stadium,Rawalpindi,+05:00,3,PAKISTAN,PAK,4,AUSTRALIA,AUS,3,NULL,NULL,NULL,0
40353,3863,"Australia tour of Pakistan, 2022",2022,2nd Test,TEST,12-03-2022 10:30,16-03-2022 10:30,complete,Match drawn,National Stadium,Karachi,+05:00,3,PAKISTAN,PAK,4,AUSTRALIA,AUS,3,NULL,NULL,NULL,0
40358,3863,"Australia tour of Pakistan, 2022",2022,3rd Test,TEST,21-03-2022 10:30,25-03-2022 10:30,complete,Australia won by 115 runs,Gaddafi Stadium,Lahore,+05:00,3,PAKISTAN,PAK,4,AUSTRALIA,AUS,4,4,115,NULL,0
40361,3863,"Australia tour of Pakistan, 2022",2022,1st ODI,ODI,29-03-2022 15:30,29-03-2022 15:30,complete,Australia won by 88 runs,Gaddafi Stadium,Lahore,+05:00,3,PAKISTAN,PAK,4,AUSTRALIA,AUS,4,4,88,NULL,0
40366,3863,"Australia tour of Pakistan, 2022",2022,2nd ODI,ODI,31-03-2022 15:30,31-03-2022 15:30,complete,Pakistan won by 6 wkts,Gaddafi Stadium,Lahore,+05:00,3,PAKISTAN,PAK,4,AUSTRALIA,AUS,3,3,NULL,6,0
40368,3863,"Australia tour of Pakistan, 2022",2022,3rd ODI,ODI,02-04-2022 15:30,02-04-2022 15:30,complete,Pakistan won by 9 wkts,Gaddafi Stadium,Lahore,+05:00,3,PAKISTAN,PAK,4,AUSTRALIA,AUS,3,3,NULL,9,0
40373,3863,"Australia tour of Pakistan, 2022",2022,Only T20I,T20,05-04-2022 21:00,05-04-2022 21:00,complete,Australia won by 3 wkts,Gaddafi Stadium,Lahore,+05:00,3,PAKISTAN,PAK,4,AUSTRALIA,AUS,4,4,NULL,3,1
40543,3881,"South Africa tour of New Zealand, 2022",2022,1st Test,TEST,17-02-2022 03:30,21-02-2022 03:30,complete,New Zealand won by an innings and 276 runs,Hagley Oval,Christchurch,+13:00,13,NEW ZEALAND,NZ,11,SOUTH AFRICA,RSA,13,13,276,NULL,0
40546,3881,"South Africa tour of New Zealand, 2022",2022,2nd Test,TEST,25-02-2022 03:30,01-03-2022 03:30,complete,South Africa won by 198 runs,Hagley Oval,Christchurch,+13:00,13,NEW ZEALAND,NZ,11,SOUTH AFRICA,RSA,11,11,198,NULL,0
41811,3916,"Ireland tour of West Indies, 2022",2022,1st ODI,ODI,08-01-2022 20:00,08-01-2022 20:00,complete,West Indies won by 24 runs,Sabina Park,"Kingston, Jamaica",-05:00,10,WEST INDIES,WI,27,IRELAND,IRE,10,10,24,NULL,1
41816,3916,"Ireland tour of West Indies, 2022",2022,2nd ODI,ODI,11-01-2022 20:00,11-01-2022 20:00,complete,Match Postponed due to COVID-19 pandemic,Sabina Park,"Kingston, Jamaica",-05:00,10,WEST INDIES,WI,27,IRELAND,IRE,NULL,NULL,NULL,NULL,0
41821,3916,"Ireland tour of West Indies, 2022",2022,3rd ODI,ODI,16-01-2022 20:00,16-01-2022 20:00,complete,Ireland won by 2 wkts,Sabina Park,"Kingston, Jamaica",-05:00,10,WEST INDIES,WI,27,IRELAND,IRE,27,27,NULL,2,1
41846,3636,"India tour of England, 2022",2022,5th Test (Rescheduled match),TEST,01-07-2022 15:00,05-07-2022 15:00,complete,England won by 7 wkts,Edgbaston,Birmingham,+01:00,9,ENGLAND,ENG,2,INDIA,IND,9,9,NULL,7,0
42376,3936,"Zimbabwe tour of Sri Lanka, 2022",2022,1st ODI,ODI,16-01-2022 14:30,16-01-2022 14:30,complete,Sri Lanka won by 5 wkts,Pallekele International Cricket Stadium,Pallekele,+05:30,5,SRI LANKA,SL,12,ZIMBABWE,ZIM,5,5,NULL,5,0
42381,3936,"Zimbabwe tour of Sri Lanka, 2022",2022,2nd ODI,ODI,18-01-2022 14:30,18-01-2022 14:30,complete,Zimbabwe won by 22 runs,Pallekele International Cricket Stadium,Pallekele,+05:30,5,SRI LANKA,SL,12,ZIMBABWE,ZIM,12,12,22,NULL,1
42391,3936,"Zimbabwe tour of Sri Lanka, 2022",2022,3rd ODI,ODI,21-01-2022 14:30,21-01-2022 14:30,complete,Sri Lanka won by 184 runs,Pallekele International Cricket Stadium,Pallekele,+05:30,5,SRI LANKA,SL,12,ZIMBABWE,ZIM,5,5,184,NULL,0
42751,3916,"Ireland tour of West Indies, 2022",2022,2nd ODI (Rescheduled Match),ODI,13-01-2022 20:00,13-01-2022 20:00,complete,"Ireland won by 5 wkts (2nd innings reduced to 36 overs due to rain, DLS target 168)",Sabina Park,"Kingston, Jamaica",-05:00,10,WEST INDIES,WI,27,IRELAND,IRE,27,27,NULL,5,0
43951,3996,"Afghanistan tour of Bangladesh, 2022",2022,1st ODI,ODI,23-02-2022 10:30,23-02-2022 10:30,complete,Bangladesh won by 4 wkts,Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium,Chattogram,+06:00,6,BANGLADESH,BAN,96,AFGHANISTAN,AFG,6,6,NULL,4,1
43956,3996,"Afghanistan tour of Bangladesh, 2022",2022,2nd ODI,ODI,25-02-2022 10:30,25-02-2022 10:30,complete,Bangladesh won by 88 runs,Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium,Chattogram,+06:00,6,BANGLADESH,BAN,96,AFGHANISTAN,AFG,6,6,88,NULL,0
43961,3996,"Afghanistan tour of Bangladesh, 2022",2022,3rd ODI,ODI,28-02-2022 10:30,28-02-2022 10:30,complete,Afghanistan won by 7 wkts,Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium,Chattogram,+06:00,6,BANGLADESH,BAN,96,AFGHANISTAN,AFG,96,96,NULL,7,0
43966,3996,"Afghanistan tour of Bangladesh, 2022",2022,1st T20I,T20,03-03-2022 14:30,03-03-2022 14:30,complete,Bangladesh won by 61 runs,Shere Bangla National Stadium,Dhaka,+06:00,6,BANGLADESH,BAN,96,AFGHANISTAN,AFG,6,6,61,NULL,0
43971,3996,"Afghanistan tour of Bangladesh, 2022",2022,2nd T20I,T20,05-03-2022 14:30,05-03-2022 14:30,complete,Afghanistan won by 8 wkts,Shere Bangla National Stadium,Dhaka,+06:00,6,BANGLADESH,BAN,96,AFGHANISTAN,AFG,96,96,NULL,8,0
45726,4041,"India tour of Ireland, 2022",2022,1st T20I,T20,26-06-2022 21:00,26-06-2022 21:00,complete,India won by 7 wkts - Match reduced to 12 overs per side due to rain,The Village,Dublin,+01:00,27,IRELAND,IRE,2,INDIA,IND,2,2,NULL,7,0
45731,4041,"India tour of Ireland, 2022",2022,2nd T20I,T20,28-06-2022 21:00,28-06-2022 21:00,complete,India won by 4 runs,The Village,Dublin,+01:00,27,IRELAND,IRE,2,INDIA,IND,2,2,4,NULL,1
45736,4046,"New Zealand tour of Ireland, 2022",2022,1st ODI,ODI,10-07-2022 15:15,10-07-2022 15:15,complete,New Zealand won by 1 wkt,The Village,Dublin,+01:00,27,IRELAND,IRE,13,NEW ZEALAND,NZ,13,13,NULL,1,1
45741,4046,"New Zealand tour of Ireland, 2022",2022,2nd ODI,ODI,12-07-2022 15:15,12-07-2022 15:15,complete,New Zealand won by 3 wkts,The Village,Dublin,+01:00,27,IRELAND,IRE,13,NEW ZEALAND,NZ,13,13,NULL,3,1
45746,4046,"New Zealand tour of Ireland, 2022",2022,3rd ODI,ODI,15-07-2022 15:15,15-07-2022 15:15,complete,New Zealand won by 1 run,The Village,Dublin,+01:00,27,IRELAND,IRE,13,NEW ZEALAND,NZ,13,13,1,NULL,1
45751,4046,"New Zealand tour of Ireland, 2022",2022,1st T20I,T20,18-07-2022 20:30,18-07-2022 20:30,complete,New Zealand won by 31 runs,Civil Service Cricket Club,Belfast,+01:00,27,IRELAND,IRE,13,NEW ZEALAND,NZ,13,13,31,NULL,1
45756,4046,"New Zealand tour of Ireland, 2022",2022,2nd T20I,T20,20-07-2022 20:30,20-07-2022 20:30,complete,New Zealand won by 88 runs,Civil Service Cricket Club,Belfast,+01:00,27,IRELAND,IRE,13,NEW ZEALAND,NZ,13,13,88,NULL,0
45761,4046,"New Zealand tour of Ireland, 2022",2022,3rd T20I,T20,22-07-2022 20:30,22-07-2022 20:30,complete,New Zealand won by 6 wkts,Civil Service Cricket Club,Belfast,+01:00,27,IRELAND,IRE,13,NEW ZEALAND,NZ,13,13,NULL,6,0
45766,4051,"South Africa v Ireland in England, 2022",2022,1st T20I,T20,03-08-2022 23:00,03-08-2022 23:00,complete,South Africa won by 21 runs,County Ground,Bristol,+01:00,27,IRELAND,IRE,11,SOUTH AFRICA,RSA,11,11,21,NULL,1
45771,4051,"South Africa v Ireland in England, 2022",2022,2nd T20I,T20,05-08-2022 23:00,05-08-2022 23:00,complete,South Africa won by 44 runs,County Ground,Bristol,+01:00,27,IRELAND,IRE,11,SOUTH AFRICA,RSA,11,11,44,NULL,1
46476,4079,"Afghanistan tour of Ireland, 2022",2022,1st T20I,T20,09-08-2022 20:00,09-08-2022 20:00,complete,Ireland won by 7 wkts,Civil Service Cricket Club,Belfast,+01:00,27,IRELAND,IRE,96,AFGHANISTAN,AFG,27,27,NULL,7,0
46478,4079,"Afghanistan tour of Ireland, 2022",2022,2nd T20I,T20,11-08-2022 20:00,11-08-2022 20:00,complete,Ireland won by 5 wkts,Civil Service Cricket Club,Belfast,+01:00,27,IRELAND,IRE,96,AFGHANISTAN,AFG,27,27,NULL,5,0
46483,4079,"Afghanistan tour of Ireland, 2022",2022,3rd T20I,T20,12-08-2022 20:00,12-08-2022 20:00,complete,Afghanistan won by 22 runs,Civil Service Cricket Club,Belfast,+01:00,27,IRELAND,IRE,96,AFGHANISTAN,AFG,96,96,22,NULL,1
46490,4079,"Afghanistan tour of Ireland, 2022",2022,4th T20I,T20,15-08-2022 20:00,15-08-2022 20:00,complete,Afghanistan won by 27 runs (Match reduced to 11 overs per side due to rain),Civil Service Cricket Club,Belfast,+01:00,27,IRELAND,IRE,96,AFGHANISTAN,AFG,96,96,27,NULL,1
46492,4079,"Afghanistan tour of Ireland, 2022",2022,5th T20I,T20,17-08-2022 20:00,17-08-2022 20:00,complete,Ireland won by 7 wkts (DLS method),Civil Service Cricket Club,Belfast,+01:00,27,IRELAND,IRE,96,AFGHANISTAN,AFG,27,27,NULL,7,0
46499,4086,"Australia tour of Sri Lanka, 2022",2022,1st T20I,T20,07-06-2022 19:00,07-06-2022 19:00,complete,Australia won by 10 wkts,R.Premadasa Stadium,Colombo,+05:30,5,SRI LANKA,SL,4,AUSTRALIA,AUS,4,4,NULL,10,0
46506,4086,"Australia tour of Sri Lanka, 2022",2022,2nd T20I,T20,08-06-2022 19:00,08-06-2022 19:00,complete,Australia won by 3 wkts,R.Premadasa Stadium,Colombo,+05:30,5,SRI LANKA,SL,4,AUSTRALIA,AUS,4,4,NULL,3,1
46511,4086,"Australia tour of Sri Lanka, 2022",2022,3rd T20I,T20,11-06-2022 19:00,11-06-2022 19:00,complete,Sri Lanka won by 4 wkts,Pallekele International Cricket Stadium,Pallekele,+05:30,5,SRI LANKA,SL,4,AUSTRALIA,AUS,5,5,NULL,4,1
46518,4086,"Australia tour of Sri Lanka, 2022",2022,1st ODI,ODI,14-06-2022 14:30,14-06-2022 14:30,complete,Australia won by 2 wkts (DLS method),Pallekele International Cricket Stadium,Pallekele,+05:30,5,SRI LANKA,SL,4,AUSTRALIA,AUS,4,4,NULL,2,1
46520,4086,"Australia tour of Sri Lanka, 2022",2022,2nd ODI,ODI,16-06-2022 14:30,16-06-2022 14:30,complete,"Sri Lanka won by 26 runs (2nd Innings reduced to 43 Ovs, DLS Target 216)",Pallekele International Cricket Stadium,Pallekele,+05:30,5,SRI LANKA,SL,4,AUSTRALIA,AUS,5,5,26,NULL,1
46527,4086,"Australia tour of Sri Lanka, 2022",2022,3rd ODI,ODI,19-06-2022 14:30,19-06-2022 14:30,complete,Sri Lanka won by 6 wkts,R.Premadasa Stadium,Colombo,+05:30,5,SRI LANKA,SL,4,AUSTRALIA,AUS,5,5,NULL,6,0
46532,4086,"Australia tour of Sri Lanka, 2022",2022,4th ODI,ODI,21-06-2022 14:30,21-06-2022 14:30,complete,Sri Lanka won by 4 runs,R.Premadasa Stadium,Colombo,+05:30,5,SRI LANKA,SL,4,AUSTRALIA,AUS,5,5,4,NULL,1
46534,4086,"Australia tour of Sri Lanka, 2022",2022,5th ODI,ODI,24-06-2022 14:30,24-06-2022 14:30,complete,Australia won by 4 wkts,R.Premadasa Stadium,Colombo,+05:30,5,SRI LANKA,SL,4,AUSTRALIA,AUS,4,4,NULL,4,1
46541,4086,"Australia tour of Sri Lanka, 2022",2022,1st Test,TEST,29-06-2022 10:00,03-07-2022 10:00,complete,Australia won by 10 wkts,Galle International Stadium,Galle,+05:30,5,SRI LANKA,SL,4,AUSTRALIA,AUS,4,4,NULL,10,0
46548,4086,"Australia tour of Sri Lanka, 2022",2022,2nd Test,TEST,08-07-2022 10:00,12-07-2022 10:00,complete,Sri Lanka won by an innings and 39 runs,Galle International Stadium,Galle,+05:30,5,SRI LANKA,SL,4,AUSTRALIA,AUS,5,5,39,NULL,1
46609,4100,"Sri Lanka tour of Bangladesh, 2022",2022,2-day Practice Match,TEST,10-05-2022 10:00,11-05-2022 10:00,complete,Match drawn,Bangladesh Krira Shikkha Protisthan No 3 Ground,Savar,+06:00,323,BANGLADESH CRICKET BOARD XI,BCBXI,5,SRI LANKA,SL,5,NULL,NULL,NULL,0
